parameter_id,domain,parameter_name,value,unit,value_type,status,source,reference_source,formula_or_rule,rounding,notes
dungeon.high_tier.tribulation.boss_hp_multiplier,dungeon,tribulation high-tier Boss HP multiplier,300.0,ratio,policy,frozen_v1,洞天设计,"",growth-profile baseline HP * realm multiplier,2dp,扩展法宝成长后的高阶 Boss 生命重标定
dungeon.high_tier.tribulation.signature_skill.cooldown_seconds,dungeon,tribulation signature skill cooldown,300,seconds,policy,frozen_v1,洞天设计,"",fixed realm skill cooldown,integer,境界专属 Boss 技能冷却
dungeon.high_tier.tribulation.signature_skill.duration_seconds,dungeon,tribulation signature skill duration,8,seconds,scalar,frozen_v1,洞天设计,"",outgoing damage suppression window,integer,境界专属 Boss 技能持续时间
dungeon.high_tier.tribulation.signature_skill.attack_suppression_percent,dungeon,tribulation signature skill attack suppression,40,percent,scalar,frozen_v1,洞天设计,"",reduces player outgoing damage while active,integer,境界专属 Boss 技能压制强度
dungeon.qing_feng.treasure_pool_weight.qing_lian_lamp,dungeon,qing_feng qing_lian_lamp treasure pool weight,25,weight,probability,frozen_v1,洞天设计,"",pool object weight,integer,清风法宝池权重
dungeon.qing_feng.treasure_pool_weight.shan_he_seal,dungeon,qing_feng shan_he_seal treasure pool weight,20,weight,probability,frozen_v1,洞天设计,"",pool object weight,integer,清风法宝池权重
dungeon.qing_feng.treasure_pool_weight.heaven_bag,dungeon,qing_feng heaven_bag treasure pool weight,20,weight,probability,frozen_v1,洞天设计,"",pool object weight,integer,清风法宝池权重
dungeon.qing_feng.treasure_pool_weight.zhu_que_feather,dungeon,qing_feng zhu_que_feather treasure pool weight,15,weight,probability,frozen_v1,洞天设计,"",pool object weight,integer,清风法宝池权重
dungeon.qing_feng.treasure_pool_weight.xuan_gui_shell,dungeon,qing_feng xuan_gui_shell treasure pool weight,15,weight,probability,frozen_v1,洞天设计,"",pool object weight,integer,清风法宝池权重
dungeon.qing_feng.treasure_pool_weight.tai_xu_mirror,dungeon,qing_feng tai_xu_mirror treasure pool weight,5,weight,probability,frozen_v1,洞天设计,"",pool object weight,integer,清风法宝池权重
dungeon.yan_prison.treasure_pool_weight.qing_lian_lamp,dungeon,yan_prison qing_lian_lamp treasure pool weight,20,weight,probability,frozen_v1,洞天设计,"",pool object weight,integer,炎狱法宝池权重
dungeon.yan_prison.treasure_pool_weight.shan_he_seal,dungeon,yan_prison shan_he_seal treasure pool weight,20,weight,probability,frozen_v1,洞天设计,"",pool object weight,integer,炎狱法宝池权重
dungeon.yan_prison.treasure_pool_weight.heaven_bag,dungeon,yan_prison heaven_bag treasure pool weight,15,weight,probability,frozen_v1,洞天设计,"",pool object weight,integer,炎狱法宝池权重
dungeon.yan_prison.treasure_pool_weight.zhu_que_feather,dungeon,yan_prison zhu_que_feather treasure pool weight,20,weight,probability,frozen_v1,洞天设计,"",pool object weight,integer,炎狱法宝池权重
dungeon.yan_prison.treasure_pool_weight.xuan_gui_shell,dungeon,yan_prison xuan_gui_shell treasure pool weight,15,weight,probability,frozen_v1,洞天设计,"",pool object weight,integer,炎狱法宝池权重
dungeon.yan_prison.treasure_pool_weight.tai_xu_mirror,dungeon,yan_prison tai_xu_mirror treasure pool weight,10,weight,probability,frozen_v1,洞天设计,"",pool object weight,integer,炎狱法宝池权重
dungeon.sky_abyss.treasure_pool_weight.qing_lian_lamp,dungeon,sky_abyss qing_lian_lamp treasure pool weight,15,weight,probability,frozen_v1,洞天设计,"",pool object weight,integer,天渊法宝池权重
dungeon.sky_abyss.treasure_pool_weight.shan_he_seal,dungeon,sky_abyss shan_he_seal treasure pool weight,15,weight,probability,frozen_v1,洞天设计,"",pool object weight,integer,天渊法宝池权重
dungeon.sky_abyss.treasure_pool_weight.heaven_bag,dungeon,sky_abyss heaven_bag treasure pool weight,15,weight,probability,frozen_v1,洞天设计,"",pool object weight,integer,天渊法宝池权重
dungeon.sky_abyss.treasure_pool_weight.zhu_que_feather,dungeon,sky_abyss zhu_que_feather treasure pool weight,20,weight,probability,frozen_v1,洞天设计,"",pool object weight,integer,天渊法宝池权重
dungeon.sky_abyss.treasure_pool_weight.xuan_gui_shell,dungeon,sky_abyss xuan_gui_shell treasure pool weight,20,weight,probability,frozen_v1,洞天设计,"",pool object weight,integer,天渊法宝池权重
dungeon.sky_abyss.treasure_pool_weight.tai_xu_mirror,dungeon,sky_abyss tai_xu_mirror treasure pool weight,15,weight,probability,frozen_v1,洞天设计,"",pool object weight,integer,天渊法宝池权重
growth.treasure.overflow_collection_token_per_copy,growth,Overflow treasure collection token per copy,1,token,scalar,frozen_v1,洞天设计,"",after max stars,integer,满星重复法宝收藏印记
growth.treasure.collection_token_exchange_cost,growth,Treasure collection exchange cost,10,token,cost,frozen_v1,洞天设计,"",ten tokens exchange one unowned treasure,integer,收藏印记兑换
growth.realm.nascent_soul.target_xp,growth,nascent_soul target XP,1000000,cultivation_xp,target,frozen_v1,洞天设计,"","","",V1参数
growth.realm.nascent_soul.target_hours,growth,nascent_soul target hours,720,hours,target,frozen_v1,洞天设计,"","","",V1参数
growth.realm.divine_transformation.target_xp,growth,divine_transformation target XP,3000000,cultivation_xp,target,frozen_v1,洞天设计,"","","",V1参数
growth.realm.divine_transformation.target_hours,growth,divine_transformation target hours,2160,hours,target,frozen_v1,洞天设计,"","","",V1参数
growth.realm.void_refining.target_xp,growth,void_refining target XP,9000000,cultivation_xp,target,frozen_v1,洞天设计,"","","",V1参数
growth.realm.void_refining.target_hours,growth,void_refining target hours,6480,hours,target,frozen_v1,洞天设计,"","","",V1参数
growth.realm.body_unity.target_xp,growth,body_unity target XP,27000000,cultivation_xp,target,frozen_v1,洞天设计,"","","",V1参数
growth.realm.body_unity.target_hours,growth,body_unity target hours,19440,hours,target,frozen_v1,洞天设计,"","","",V1参数
growth.realm.great_vehicle.target_xp,growth,great_vehicle target XP,81000000,cultivation_xp,target,frozen_v1,洞天设计,"","","",V1参数
growth.realm.great_vehicle.target_hours,growth,great_vehicle target hours,58320,hours,target,frozen_v1,洞天设计,"","","",V1参数
growth.realm.tribulation.target_xp,growth,tribulation target XP,243000000,cultivation_xp,target,frozen_v1,洞天设计,"","","",V1参数
growth.realm.tribulation.target_hours,growth,tribulation target hours,174960,hours,target,frozen_v1,洞天设计,"","","",V1参数
growth.realm.ascension.trigger,growth,Ascension trigger,after_tribulation,event,constant,frozen_v1,洞天设计,"","","",V1参数
economy.inventory.cap.demon_core,economy,demon_core inventory cap,100,demon_core,scalar,frozen_v1,洞天设计,"","","",V1参数
economy.inventory.cap.millennium_herb,economy,millennium_herb inventory cap,100,millennium_herb,scalar,frozen_v1,洞天设计,"","","",V1参数
economy.inventory.cap.meteor_iron,economy,meteor_iron inventory cap,100,meteor_iron,scalar,frozen_v1,洞天设计,"","","",V1参数
economy.inventory.cap.spirit_stone,economy,spirit_stone inventory cap,25000,spirit_stone,scalar,frozen_v1,洞天设计,"","","",V1参数
economy.inventory.cap.spirit_wood,economy,spirit_wood inventory cap,10000,spirit_wood,scalar,frozen_v1,洞天设计,"","","",V1参数
economy.inventory.cap.spirit_ore,economy,spirit_ore inventory cap,10000,spirit_ore,scalar,frozen_v1,洞天设计,"","","",V1参数
economy.inventory.cap.spirit_herb,economy,spirit_herb inventory cap,10000,spirit_herb,scalar,frozen_v1,洞天设计,"","","",V1参数
economy.inventory.cap.pill,economy,pill inventory cap,2000,pill,scalar,frozen_v1,洞天设计,"","","",V1参数
economy.inventory.cap.ancient_scroll,economy,ancient_scroll inventory cap,100,ancient_scroll,scalar,frozen_v1,洞天设计,"","","",V1参数
economy.inventory.cap.equipment,economy,equipment inventory cap,200,equipment,scalar,frozen_v1,洞天设计,"","","",V1参数
economy.inventory.cap_multiplier.qi,economy,qi inventory capacity multiplier,1,ratio,policy,frozen_v1,洞天设计,"",base_cap * multiplier,integer,进入该境界后的全资源容量倍率
economy.inventory.cap_multiplier.foundation,economy,foundation inventory capacity multiplier,1,ratio,policy,frozen_v1,洞天设计,"",base_cap * multiplier,integer,进入该境界后的全资源容量倍率
economy.inventory.cap_multiplier.core,economy,core inventory capacity multiplier,1,ratio,policy,frozen_v1,洞天设计,"",base_cap * multiplier,integer,进入该境界后的全资源容量倍率
economy.inventory.cap_multiplier.nascent_soul,economy,nascent_soul inventory capacity multiplier,4,ratio,policy,frozen_v1,洞天设计,"",base_cap * multiplier,integer,进入该境界后的全资源容量倍率
economy.inventory.cap_multiplier.divine_transformation,economy,divine_transformation inventory capacity multiplier,16,ratio,policy,frozen_v1,洞天设计,"",base_cap * multiplier,integer,进入该境界后的全资源容量倍率
economy.inventory.cap_multiplier.void_refining,economy,void_refining inventory capacity multiplier,64,ratio,policy,frozen_v1,洞天设计,"",base_cap * multiplier,integer,进入该境界后的全资源容量倍率
economy.inventory.cap_multiplier.body_unity,economy,body_unity inventory capacity multiplier,256,ratio,policy,frozen_v1,洞天设计,"",base_cap * multiplier,integer,进入该境界后的全资源容量倍率
economy.inventory.cap_multiplier.great_vehicle,economy,great_vehicle inventory capacity multiplier,1024,ratio,policy,frozen_v1,洞天设计,"",base_cap * multiplier,integer,进入该境界后的全资源容量倍率
economy.inventory.cap_multiplier.tribulation,economy,tribulation inventory capacity multiplier,4096,ratio,policy,frozen_v1,洞天设计,"",base_cap * multiplier,integer,进入该境界后的全资源容量倍率
economy.inventory.overflow_return_ratio,economy,Inventory overflow return ratio,0,ratio,scalar,frozen_v1,洞天设计,"","","",V1参数
economy.inventory.transition_capacity_unlock,economy,Transition capacity unlock,1,boolean,policy,frozen_v1,洞天设计,"",unlock target realm cap when high-tier expedition starts,fixed,高阶远征准备阶段提前启用目标境界容量
economy.value.spirit_stone,economy,spirit_stone value points,1,value_points,scalar,frozen_v1,洞天设计,"","","",V1参数
economy.value.spirit_wood,economy,spirit_wood value points,2,value_points,scalar,frozen_v1,洞天设计,"","","",V1参数
economy.value.spirit_ore,economy,spirit_ore value points,2,value_points,scalar,frozen_v1,洞天设计,"","","",V1参数
economy.value.spirit_herb,economy,spirit_herb value points,2,value_points,scalar,frozen_v1,洞天设计,"","","",V1参数
economy.value.pill,economy,pill value points,10,value_points,scalar,frozen_v1,洞天设计,"","","",V1参数
economy.value.ancient_scroll,economy,ancient_scroll value points,1000,value_points,scalar,frozen_v1,洞天设计,"","","",V1参数
economy.value.demon_core,economy,demon_core value points,200,value_points,scalar,frozen_v1,洞天设计,"","","",V1参数
economy.value.millennium_herb,economy,millennium_herb value points,100,value_points,scalar,frozen_v1,洞天设计,"","","",V1参数
economy.value.meteor_iron,economy,meteor_iron value points,150,value_points,scalar,frozen_v1,洞天设计,"","","",V1参数
dungeon.qing_feng.target_clear_time,dungeon,qing_feng clear time,600,seconds,target,frozen_v1,洞天设计,"","","",V1参数
dungeon.qing_feng.pill_cost,dungeon,qing_feng pill cost,2,pill,cost,frozen_v1,洞天设计,"","","",V1参数
dungeon.qing_feng.demon_core_per_clear,dungeon,qing_feng demon core reward,1,demon_core,scalar,frozen_v1,洞天设计,"","","",V1参数
dungeon.qing_feng.millennium_herb_chance,dungeon,qing_feng millennium_herb_chance,20,percent,probability,frozen_v1,洞天设计,"","","",V1参数
dungeon.qing_feng.meteor_iron_chance,dungeon,qing_feng meteor_iron_chance,10,percent,probability,frozen_v1,洞天设计,"","","",V1参数
dungeon.qing_feng.technique_drop_chance,dungeon,qing_feng technique_drop_chance,5,percent,probability,frozen_v1,洞天设计,"","","",V1参数
dungeon.qing_feng.treasure_drop_chance,dungeon,qing_feng treasure_drop_chance,1,percent,probability,frozen_v1,洞天设计,"","","",V1参数
dungeon.qing_feng.boss_phase_two_threshold,dungeon,qing_feng boss phase threshold,50,percent,scalar,frozen_v1,洞天设计,"","","",V1参数
dungeon.yan_prison.target_clear_time,dungeon,yan_prison clear time,1200,seconds,target,frozen_v1,洞天设计,"","","",V1参数
dungeon.yan_prison.pill_cost,dungeon,yan_prison pill cost,5,pill,cost,frozen_v1,洞天设计,"","","",V1参数
dungeon.yan_prison.demon_core_per_clear,dungeon,yan_prison demon core reward,2,demon_core,scalar,frozen_v1,洞天设计,"","","",V1参数
dungeon.yan_prison.millennium_herb_chance,dungeon,yan_prison millennium_herb_chance,35,percent,probability,frozen_v1,洞天设计,"","","",V1参数
dungeon.yan_prison.meteor_iron_chance,dungeon,yan_prison meteor_iron_chance,20,percent,probability,frozen_v1,洞天设计,"","","",V1参数
dungeon.yan_prison.technique_drop_chance,dungeon,yan_prison technique_drop_chance,10,percent,probability,frozen_v1,洞天设计,"","","",V1参数
dungeon.yan_prison.treasure_drop_chance,dungeon,yan_prison treasure_drop_chance,3,percent,probability,frozen_v1,洞天设计,"","","",V1参数
dungeon.yan_prison.boss_phase_two_threshold,dungeon,yan_prison boss phase threshold,50,percent,scalar,frozen_v1,洞天设计,"","","",V1参数
dungeon.sky_abyss.target_clear_time,dungeon,sky_abyss clear time,2400,seconds,target,frozen_v1,洞天设计,"","","",V1参数
dungeon.sky_abyss.pill_cost,dungeon,sky_abyss pill cost,10,pill,cost,frozen_v1,洞天设计,"","","",V1参数
